id,origin_name,result_nums,final_name,type,errorcode,certified,hasany
445,解家酒楼,0,解家味道,大概率正确,3,,
220,金色港湾,23,金色港湾,大概率正确,3,,
184,九锅一堂,3,九锅一堂,大概率正确,3,FALSE,
372,昆仑乐居,16,昆仑乐居酒店,大概率正确,3,,
192,老豫记,4,老豫记羊肉汤,大概率正确,3,FALSE,
110,烙馍村,264,烙馍村,大概率正确,3,,
421,留白,6,留白西餐厅,大概率正确,3,FALSE,
19,柳生记螺蛳粉,0,柳州螺蛳粉,大概率正确,3,,
246,柳州螺蛳粉,107,柳州螺蛳粉,大概率正确,3,,
15,洛馍村,14,烙馍村,大概率正确,3,,
145,胖哥俩,8,胖哥俩肉蟹煲,大概率正确,3,TRUE,
295,仟吉,41,仟吉KenGee,大概率正确,3,FALSE,
319,三人行,48,三人行火锅,大概率正确,3,,
