address,avgPrice,bookingSetting,branchUrl,dishTag,expand,geoLat,geoLng,hasSceneryOrder,memberCardId,phoneNo,poi,promoId,regionList,shopDealId,shopId,shopName,shopPower,shopPowerTitle,addTime,addDate
国基路与丰庆路交口西南角,57,FALSE,,新疆菜,0,34.819473,113.64797,FALSE,0,,HIEISSZVCISBIY,0,27232,0,67310085,北疆饭店(yoyopark店),45,准五星商户,2020/3/6 23:26,2020/3/6
农业路文博广场东临路北小巷内,76,FALSE,/brands/b56533263s10g10,豫菜,0,34.78712,113.67539,FALSE,0,,HIFWWVZVCIJCSC,0,2038,0,5340689,食欲老院子(农业路店),45,准五星商户,2020/2/7 13:09,2020/2/7
金博大辣妹小吃B1楼,23,FALSE,,小吃,0,34.75555,113.66633,FALSE,0,,HIGIUBZVCHJESL,0,2045,0,23660402,辣妹小吃,35,准四星商户,2020/3/5 21:57,2020/3/5
秦岭路与航海路交叉口向北70米路西,78,FALSE,/brands/b63057671s10g10,豫菜,0,34.7221,113.60301,FALSE,0,,HIFUCTZVCFDHVP,0,320,0,63057671,禾珍珠小锅米饭(秦岭路店),45,准五星商户,2020/3/4 0:19,2020/3/4
中州大道1188号建业艾美酒店6楼,236,FALSE,,日式烧烤/烤肉,0,34.74754,113.72497,FALSE,0,,HIICVCZVCIUBBS,0,9187,0,98623789,建业艾美酒店·天上烧肉酒场,40,四星商户,2020/1/26 10:19,2020/1/26
西站路1号15号楼1-2层商04号,79,FALSE,/brands/b98931338s10g10,烧烤烤串,0,34.77266,113.601326,FALSE,0,,HIEITDZVCGGJFP,0,9196,0,107775049,踏脸网烧(秦岭路店),45,准五星商户,2020/1/13 6:06,2020/1/13
翠竹街花颜美容西10米,111,FALSE,,西餐,0,34.817726,113.55506,FALSE,0,,HICFBJZVCGGBVS,0,9184,0,112204766,留白西餐厅(公园茂店),40,四星商户,2020/1/1 23:38,2020/1/1
二七路与太康路交叉口丹尼斯大卫城10层,57,FALSE,,小火锅,0,34.757057,113.665886,FALSE,0,,HIGIBBZVCHJSFN,0,27218,0,112610234,呷哺呷哺(大卫城丹尼斯),45,准五星商户,2020/2/29 19:22,2020/2/29
二七路大卫城负一楼答案茶隔壁,15,FALSE,/brands/b98745638s10g10,快餐简餐,0,34.757095,113.66659,FALSE,0,,HIGIFCZVCHJWWM,0,30341,0,98745638,阿米山台湾手作大饭团(大卫城店),45,准五星商户,2020/2/17 12:01,2020/2/17
公园道1号庆丰包子铺南50米,35,FALSE,,川菜家常菜,0,34.821415,113.555305,FALSE,0,,HICDTDZVCGHRHV,0,65061,0,121480833,李记肥肠鸡(公园茂店),45,准五星商户,2020/3/5 23:26,2020/3/5
人民路2号丹尼斯2号馆,28,FALSE,,面包烘焙,0,34.756626,113.67591,FALSE,0,,HIGTBUZVCHUHFD,0,7997,0,97599244,锦鲤坊(人民路店),40,四星商户,2020/2/27 18:51,2020/2/27
众意西路熙地港四楼,75,FALSE,,湘菜,0,34.785465,113.71643,FALSE,0,,HIHARUZVCJIIUD,0,70526,0,132922988,千稻剁椒大鱼头(CityOn熙地港店),50,五星商户,2020/3/11 17:38,2020/3/11
众意西路农业东路熙地港4层,105,FALSE,,日式烧烤/烤肉,0,34.785244,113.71693,FALSE,0,,HIHAWHZVCJIRIG,0,70526,0,108213944,赤枫吉烧肉料理(熙地港店),45,准五星商户,2020/1/15 15:54,2020/1/15
花园路正弘城负一楼,13,FALSE,,茶饮果汁,0,34.795815,113.68046,FALSE,0,,HIFVRFZVCIVIRU,0,9192,0,1314818609,书亦烧仙草(正弘城店),45,准五星商户,2020/3/11 8:52,2020/3/11
福彩路10号鑫苑名家都市家园3号楼1层附20号,-1,FALSE,,四川火锅,0,34.804516,113.69818,FALSE,0,,HIGCCRZVCJIUUS,0,321,0,98593455,锅圈食汇(福彩路店),35,准四星商户,2020/2/17 22:34,2020/2/17
健康路优胜北街交叉口西200米路南,20,FALSE,,面包烘焙,0,34.768993,113.66263,FALSE,0,,HIGCBTZVCHUBJI,0,2039,0,1826903659,南大门韩糕(健康路店),40,四星商户,2020/3/8 19:35,2020/3/8
花园路建业凯旋广场3楼,78,FALSE,,西餐,0,34.79348,113.68055,FALSE,0,,HIFWIVZVCIURJK,0,80884,0,1855158239,地盘薄底比萨(建业凯旋广场店),45,准五星商户,2020/3/7 18:12,2020/3/7
雪松路与翠竹街交汇处郎悦公园茂,33,FALSE,,西式快餐,0,34.820267,113.556885,FALSE,0,,HICETRZVCGHUCL,0,320,0,97858945,汉堡王(公园茂店),45,准五星商户,2020/3/4 23:55,2020/3/4
文化路与优胜北路交叉口南行100米路西,95,FALSE,,创意菜,0,34.767834,113.666595,FALSE,0,,HIGECDZVCHVDCO,0,2039,0,75094805,樸食音乐餐厅,45,准五星商户,2020/2/22 13:29,2020/2/22
郑东新区和光街与商鼎路交叉口和光街商铺8号,-1,FALSE,,火锅,0,34.754658,113.76047,FALSE,0,,HIIUVVZVCJUSHI,0,81434,0,122499771,锅圈食汇(东方鼎盛店),35,准四星商户,2020/2/21 20:14,2020/2/21
北仓中街南阳路304-10号,-1,FALSE,,面包烘焙,0,34.76978,113.65111,FALSE,0,,HIFUFCZVCHIVHM,0,2039,0,129341373,示甜Is Cooking私人定制蛋糕(大石桥店),35,准四星商户,2019/5/13 7:33,2019/5/13
南阳路与岗杜街向南150米路东五顺斋烤鸭店,29,FALSE,/brands/b4684979s10g10,烤鸭,0,34.76794,113.65306,FALSE,0,,HIFVUJZVCHIWEY,0,2039,0,22963970,清真五顺斋烤鸭店(南阳路分店),40,四星商户,2020/1/31 23:46,2020/1/31
花园路国贸360广场1楼,42,FALSE,/brands/b5419307s10g10,咖啡厅,0,34.784943,113.68151,FALSE,0,,HIGDDTZVCIRSFC,0,2038,0,5419310,星巴克(国贸360店),40,四星商户,2020/3/9 11:31,2020/3/9
商都路通泰路中州商务酒店一层,35,FALSE,,西式快餐,0,34.7485,113.73272,FALSE,0,,HIIFHTZVCJAHJG,0,7464,0,121723423,麦当劳(通泰路店),40,四星商户,2020/2/25 14:58,2020/2/25
秦岭路与棉纺路交叉口向北150米路东,57,FALSE,,融合烤肉,0,34.764835,113.6037,FALSE,0,,HIETSRZVCGEHEL,0,9196,0,1879846100,捌玖烤肥牛,40,四星商户,2020/1/8 18:20,2020/1/8
北环路与索凌路交叉口北50米路东,23,FALSE,/brands/b582298s10g10,面包烘焙,0,34.813515,113.6386,FALSE,0,,HIEHFCZVCIFBSE,0,27232,0,6027681,卡吉诺(索凌路店),45,准五星商户,2019/11/28 23:55,2019/11/28
郑东新区众意路丹尼斯第七天地一层710001单元,37,FALSE,/brands/b5419307s10g10,咖啡厅,0,34.777737,113.72248,FALSE,0,,HIHGBGZVCJHVFK,0,7994,0,20850758,星巴克(CBD店),45,准五星商户,2020/3/8 0:55,2020/3/8
普罗旺世环岛路星巴克隔壁,97,FALSE,,四川火锅,0,34.82357,113.63542,FALSE,0,,HIECDEZVCIHTSS,0,27232,0,1773221480,拾岁火锅(普罗旺世店),45,准五星商户,2020/1/13 12:02,2020/1/13
汝河路街道工人路186号1、2楼裙房1层附5号,-1,FALSE,,水果生鲜,0,34.732334,113.61916,FALSE,0,,HIFWHGZVCFUTUK,0,2044,0,1528195423,锅圈食汇(工人路店),35,准四星商户,2020/2/19 12:31,2020/2/19
东风路与丰乐路交叉口西北角,37,FALSE,/brands/b3713767s10g10,面包烘焙,0,34.79718,113.638695,FALSE,0,,HIEUTFZVCHVTDN,0,7459,0,4529943,仟吉西饼(东风路店),35,准四星商户,2020/3/12 11:15,2020/3/12
林科路与东明路交口西100米路南,49,FALSE,,家常菜,0,34.78887,113.69862,FALSE,0,,HIGIHGZVCJCVUW,0,321,0,98850943,粗粮厨掌柜(林科路店),50,五星商户,2019/12/25 17:58,2019/12/25
二七路150号大卫城B1层,122,FALSE,,西式正餐,0,34.75801,113.666534,FALSE,0,,HIGHWCZVCHRFGN,0,30341,0,92810343,彼得家牧场(大卫城店),45,准五星商户,2020/3/7 2:02,2020/3/7
郑东新区商鼎路77号文化产业园1号楼105,17,FALSE,,茶饮果汁,0,34.75419,113.77095,FALSE,0,,HIJCDVZVCRBRBQ,0,9193,0,96597311,coco都可(汇艺银河里店),45,准五星商户,2019/12/24 16:07,2019/12/24
郑东新区福禄路海马公园11号楼1层7号,35,FALSE,/brands/b3713767s10g10,面包烘焙,0,34.748554,113.7702,FALSE,0,,HIJEBRZVCJWCDE,0,9186,0,92088626,KenGee仟吉西饼(海马公园店),40,四星商户,2020/2/24,2020/2/24
中州大道富田太阳城东方美食街56号,78,FALSE,/brands/b112488695s10g10,豫菜,0,34.724064,113.717026,FALSE,0,,HIIIVUZVCIATTM,0,8003,0,113899262,解家河南菜(富田太阳城店),45,准五星商户,2019/12/27 16:57,2019/12/27
友爱路美食广场B1号,7,FALSE,,茶饮果汁,0,34.752213,113.62068,FALSE,0,,HIFIEEZVCGGCJE,0,2042,0,17872867,眼镜甘蔗汁·二十年老摊,50,五星商户,2020/3/9 19:16,2020/3/9
郑东新区CBD丹尼斯2天地一楼中厅,25,FALSE,/brands/b3442246s10g10,冰淇淋,0,34.7683,113.72252,FALSE,0,,HIHJTEZVCJEDIF,0,7994,0,9074589,DQ(CBD店),45,准五星商户,2020/3/4,2020/3/4
紫荆山路16号紫金城大厦一楼,135,FALSE,/brands/b559278s10g10,面包烘焙,0,34.7579,113.6818,FALSE,0,,HIGUWEZVCIAECN,0,9185,0,4760626,元祖食品(紫荆山路店),45,准五星商户,2020/1/7,2020/1/7
人和路69－80,-1,FALSE,,麻辣烫,0,34.716583,113.64123,FALSE,0,,HIGVDFZVCGAEEE,0,7996,0,131409373,签人王鸡汤串串,35,准四星商户,2019/12/3 14:31,2019/12/3
东风南路与榆林南路交叉口东南角海汇中心8号楼3-2,109,FALSE,,东南亚菜,0,34.753345,113.76951,FALSE,0,,HIJCABZVCRASTQ,0,7462,0,1432941627,狮城星苑(海汇中心店),45,准五星商户,2020/2/17 17:28,2020/2/17
政通路人和路交叉口北行50米路西升龙国际A区2号楼广场外围,21,FALSE,,面包烘焙,0,34.725475,113.640495,FALSE,0,,HIGRHSZVCGDHEM,0,9180,0,129633624,皇尚大人韩糕·南大门(二七升龙总店),40,四星商户,2020/3/6 21:25,2020/3/6
花园路农业路大商新玛特7楼,70,FALSE,,韩国料理,0,34.78544,113.680534,FALSE,0,,HIGCSAZVCIRIEJ,0,2038,0,69861404,分米鸡DM ChicKen(大商国贸店),45,准五星商户,2019/12/30 17:46,2019/12/30
科新路正弘城8楼,21,FALSE,,粉面馆,0,34.79532,113.68039,FALSE,0,,HIFVSWZVCIVFBD,0,9192,0,1802897814,骆总督·四川担担面(旗舰店),45,准五星商户,2020/3/8 20:37,2020/3/8
花园路39号郑州国贸中心B1楼,27,FALSE,/brands/b3442246s10g10,冰淇淋,0,34.78497,113.67979,FALSE,0,,HIGCRBZVCIRARW,0,2038,0,22200004,DQ(国贸店),45,准五星商户,2020/1/3 9:59,2020/1/3
郑东新区农业南路正兴北街向东20米路北,91,FALSE,,粤菜馆,0,34.771763,113.754456,FALSE,0,,HIIEVWZVCRCAUR,0,7994,0,19267697,至尊强仔,40,四星商户,2020/1/12 9:19,2020/1/12
大学路与陇海路交叉口向南50米路东,49,FALSE,/brands/b558737s10g10,豫菜,0,34.735207,113.64435,FALSE,0,,HIGIDBZVCGITCO,0,7456,0,5730919,合记(大学路店),40,四星商户,2020/1/23,2020/1/23
棉纺路36号锦艺城购物中心B区4层-05B,31,FALSE,/brands/b3442246s10g10,冰淇淋,0,34.762173,113.6103,FALSE,0,,HIFAFCZVCGFWVF,0,9196,0,19125643,DQ(锦艺店),45,准五星商户,2020/2/14 12:11,2020/2/14
工人路与伊河路向东100米路北伊河大厦1楼,90,FALSE,,鱼火锅,0,34.742764,113.62232,FALSE,0,,HIFTRCZVCGDBTN,0,2042,0,585316,林记盆景鱼火锅(伊河路店),45,准五星商户,2020/1/8 20:51,2020/1/8
黄河路37号附3号,17,FALSE,,快餐简餐,0,34.774815,113.66282,FALSE,0,,HIFWVGZVCHWHCF,0,2039,0,131636147,子午路张记肉夹馍,40,四星商户,2020/2/21,2020/2/21
东太康路28号大上海城2层,32,FALSE,,甜品,0,34.75638,113.669685,FALSE,0,,HIGJTFZVCHRVUB,0,2045,0,17954130,芝士共和国(大上海城店),45,准五星商户,2019/12/31 23:23,2019/12/31
东风路与经三路交叉口向西150米路南,79,FALSE,/brands/b1916911s10g10,烤鸭,0,34.795177,113.69068,FALSE,0,,HIGCVCZVCJCEJS,0,7458,0,5250691,北京大鸭梨烤鸭店(东风路店),45,准五星商户,2020/2/5 19:26,2020/2/5
通泰路与白庄街交叉口向西20米路南,96,FALSE,,川味火锅/麻辣火锅,0,34.74207,113.73266,FALSE,0,,HIIHWHZVCIUVWD,0,7464,0,114797956,大龙燚火锅(通泰路店),45,准五星商户,2019/12/29 23:07,2019/12/29
大学中路9号1层002号,81,FALSE,,烤串,0,34.723965,113.64465,FALSE,0,,HIGTRWZVCGEHUJ,0,9180,0,131954968,郑喜旺烧烤(大学路店),45,准五星商户,2020/3/8 18:45,2020/3/8
民安路勤劳街向西20米路北,31,FALSE,,烩面馆,0,34.731815,113.64037,FALSE,0,,HIGHWEZVCGFVCL,0,322,0,45379512,黎记烩面馆,35,准四星商户,2020/1/16 14:41,2020/1/16
裴昌庙街8号楼2单元,17,FALSE,,炸鸡炸串,0,34.75292,113.67271,FALSE,0,,HIGTGCZVCHRTBW,0,2047,0,8057351,小马炸鸡,40,四星商户,2020/2/1 20:35,2020/2/1
凤鸣路与建业路交叉口东南角,69,FALSE,,湘菜,0,34.74966,113.72224,FALSE,0,,HIIAWAZVCITUFG,0,9187,0,1646635024,粟厨小炒(郑州店),45,准五星商户,2020/3/12 12:02,2020/3/12
秦岭路171号,14,FALSE,,茶饮果汁,0,34.746185,113.60311,FALSE,0,,HIFDTWZVCFTWBR,0,7457,0,108140505,1点点,45,准五星商户,2020/3/11 17:30,2020/3/11
花园路39号国贸360广场3层,99,FALSE,/brands/b69737091s10g10,潮汕牛肉火锅,0,34.784367,113.67972,FALSE,0,,HIGCTIZVCIJTHI,0,2038,0,69463625,豆捞坊(国贸360广场店),50,五星商户,2019/12/9 7:14,2019/12/9
金水东路与黄河南路交汇北200米路西,102,FALSE,,寿司,0,34.764698,113.743996,FALSE,0,,HIIDJSZVCJSDEQ,0,7994,0,96283670,河风精致寿司(郑东新区店),45,准五星商户,2020/2/17 9:24,2020/2/17
中原路171号万达广场1楼,38,FALSE,/brands/b5419307s10g10,咖啡厅,0,34.746967,113.602615,FALSE,0,,HIFDEDZVCFUAUF,0,7457,0,5419307,星巴克(中原万达店),40,四星商户,2020/1/16 12:40,2020/1/16
金水东路绿地原盛国际6号楼附18号,82,FALSE,,云南菜|滇菜,0,34.766926,113.76945,FALSE,0,,HIITRDZVCRGAEG,0,9193,0,13719671,芸河薈云南菜(原盛店),45,准五星商户,2020/3/11 15:56,2020/3/11
花园路与丰产路交叉口向西300米（国贸后门农村信用社旁）,79,FALSE,,面包烘焙,0,34.783813,113.678566,FALSE,0,,HIGCIGZVCIJBUC,0,2038,0,108212473,七+SevenHome,40,四星商户,2020/2/15,2020/2/15
文化路与丰产路交叉口东南角,27,FALSE,,面包烘焙,0,34.783535,113.6669,FALSE,0,,HIFVCIZVCIEHDW,0,7461,0,63179762,桂洲村桃酥(丰产路店),40,四星商户,2020/3/5 17:00,2020/3/5
经七路32号3号楼12号,21,FALSE,/brands/b1951732s10g10,面包烘焙,0,34.774418,113.67204,FALSE,0,,HIGDRIZVCICVFE,0,7461,0,1951732,福晶园幸福烘焙名店(经七路店),40,四星商户,2020/1/5,2020/1/5
大学路与航海路交叉口万达广场3F51号,33,FALSE,/brands/b4126698s10g10,面包烘焙,0,34.718258,113.642784,FALSE,0,,HIGVCSZVCGBIHF,0,7996,0,8850628,西树泡芙(二七万达),45,准五星商户,2020/3/12,2020/3/12
郑东新区天泽街与天赋路交叉口东北角,93,FALSE,,粤菜馆,0,34.78539,113.73852,FALSE,0,,HIHJGBZVCRBCFP,0,7995,0,129718583,好彩猪肚鸡(天泽街店),50,五星商户,2020/2/10 21:36,2020/2/10
连云路南三环交叉口向南200米路东,75,FALSE,/brands/b112488695s10g10,豫菜,0,34.697056,113.670975,FALSE,0,,HIIBHSZVCGEECK,0,27217,0,22382057,解家河南菜(连云路店),45,准五星商户,2019/12/25 13:21,2019/12/25
花园路正弘城负一层,14,FALSE,,甜品,0,34.79567,113.68074,FALSE,0,,HIFVSVZVCIVJIB,0,9192,0,902591613,eyering爱漪(正弘城店),40,四星商户,2020/3/10 14:20,2020/3/10
紫荆山路57号郑州新世界百货商场内1-2层,75,FALSE,/brands/b570662s10g10,西餐,0,34.754223,113.68254,FALSE,0,,HIGWRVZVCHWBTN,0,9185,0,5993899,必胜客(紫荆山店),45,准五星商户,2019/12/17 11:25,2019/12/17
德化街无限城五楼西厅,58,FALSE,,泰式火锅,0,34.749374,113.6661,FALSE,0,,HIGSCDZVCHGTRK,0,2045,0,129388658,宇宙泰泰式火锅(无限城店),50,五星商户,2020/2/27 20:22,2020/2/27
金水路114号中州国际饭店一楼,156,FALSE,/brands/b561761s10g10,苏浙菜,0,34.762478,113.692924,FALSE,0,,HIHAIDZVCIGGDN,0,2036,0,561761,西湖春天(中州店),40,四星商户,2020/1/9 22:06,2020/1/9
农业东路与九如路交叉口南70米路东,15,FALSE,/brands/b1894585s10g10,胡辣汤,0,34.781715,113.74025,FALSE,0,,HIHSHUZVCRAGDP,0,7995,0,8017192,方中山胡辣汤,40,四星商户,2020/3/11 21:54,2020/3/11
东风路正弘城第八层L8-S7A号商铺,75,FALSE,,肉蟹煲,0,34.795784,113.68046,FALSE,0,,HIFVRFZVCIVIHR,0,9192,0,125248612,胖哥俩肉蟹煲(正弘城店),40,四星商户,2020/2/18,2020/2/18
大石桥街道优胜北路6-1号,-1,FALSE,,面包烘焙,0,34.769176,113.66059,FALSE,0,,HIGBEEZVCHTGAN,0,2039,0,1728460032,酵物集,35,准四星商户,2020/2/21 9:13,2020/2/21
金水东路80号绿地新都会B座一层,45,FALSE,,咖啡厅,0,34.769657,113.76893,FALSE,0,,HIISGEZVCRGVBM,0,321,0,120002230,星巴克(绿地新都会店),45,准五星商户,2020/3/7 11:20,2020/3/7
紫荆山路1号紫荆山百货大楼一楼,35,FALSE,/brands/b2778652s10g10,西式快餐,0,34.763035,113.681496,FALSE,0,,HIGSUHZVCICCEQ,0,2047,0,3533581,麦当劳(郑州紫荆山店),40,四星商户,2020/3/6 10:34,2020/3/6
通泰路雄鹰商务大厦,93,FALSE,,新疆菜,0,34.76194,113.73323,FALSE,0,,HIIAHHZVCJFVUN,0,7994,0,103675266,西牧尚品新疆菜土坑烤全羊,40,四星商户,2020/2/10 5:02,2020/2/10
中原万达3楼,19,FALSE,/brands/b92714386s10g10,茶饮果汁,0,34.746414,113.60153,FALSE,0,,HIFDAJZVCFTGRA,0,7457,0,96666135,眷茶(中原万达店),50,五星商户,2020/1/20 21:48,2020/1/20
农业东路与九如路交叉口向北100米路东,125,FALSE,/brands/b6071377s10g10,小龙虾,0,34.78334,113.74071,FALSE,0,,HIHSADZVCRBDEK,0,7994,0,6071377,久如香小龙虾(九如路店),45,准五星商户,2020/3/12 9:16,2020/3/12
雪松路与翠竹街交叉口公园茂一楼B1021号,90,FALSE,,粤菜馆,0,34.817425,113.554504,FALSE,0,,HICEWVZVCGFTIR,0,320,0,132303847,好彩猪肚鸡(公园茂店),45,准五星商户,2020/2/26 18:51,2020/2/26
政六街3号附16号,42,FALSE,/brands/b570925s10g10,烩面馆,0,34.77368,113.6849,FALSE,0,,HIGIWGZVCIHRBE,0,2036,0,570925,景祥烩面(政六街店),40,四星商户,2020/1/9 9:52,2020/1/9
北三环裕华文苑西南门往西约40米处,78,FALSE,/brands/b112488695s10g10,豫菜,0,34.813004,113.63489,FALSE,0,,HIEGBIZVCIDHEL,0,27232,0,4267479,解家河南菜(北环路店),50,五星商户,2020/2/26 13:07,2020/2/26
郑州市二七区贺江路78号橄榄城都市广场C座,97,FALSE,,四川火锅,0,34.697292,113.67098,FALSE,0,,HIIBGWZVCGEFSV,0,27217,0,993495932,海底捞火锅(橄榄城乐享茂店),40,四星商户,2020/2/29 13:17,2020/2/29
纬五路与经七路交叉口东北角,87,FALSE,/brands/b570453s10g10,川菜家常菜,0,34.772133,113.67258,FALSE,0,,HIGESWZVCICDGC,0,321,0,2091301,天堂鸟水煮鱼(纬五路店),45,准五星商户,2020/2/6 10:31,2020/2/6
农业路61号驻郑州干部休养所综合楼一层,47,FALSE,/brands/b572485s10g10,西式快餐,0,34.78692,113.65858,FALSE,0,,HIFJIFZVCICIEG,0,70632,0,5189395,肯德基(农业DT店),40,四星商户,2020/3/10 12:26,2020/3/10
中原中路171号,18,FALSE,,冰淇淋,0,34.74662,113.60007,FALSE,0,,HIFCGSZVCFSVTK,0,7457,0,132955992,猪猪答塔罗冰淇淋,50,五星商户,2020/3/5 14:45,2020/3/5
国基路87号优悠购物公园6层A6F-08,88,FALSE,,韩式烤肉,0,34.819237,113.6478,FALSE,0,,HIEISSZVCIRVVS,0,27232,0,1075050508,土大力烤肉名家(Yoyopark店),45,准五星商户,2020/3/10 10:14,2020/3/10
"北环道南,文化路东瀚海北金商业中心一层",68,FALSE,/brands/b570662s10g10,西餐,0,34.80932,113.66599,FALSE,0,,HIFDSDZVCIVCRO,0,8002,0,17645573,必胜客(北环店),45,准五星商户,2020/2/24 14:01,2020/2/24
相济路与心怡路交叉口向东50米路,67,FALSE,/brands/b1967563s10g10,豫菜,0,34.78277,113.77173,FALSE,0,,HIIHGEZVCRUBIT,0,89805,0,17205032,郑州烤鸭店(东区店),40,四星商户,2020/1/5 15:35,2020/1/5
东风路正弘城负一楼,27,FALSE,,冰淇淋,0,34.796555,113.68031,FALSE,0,,HIFVEIZVCIVTGP,0,9192,0,1498709973,MOSENIA莫西米亚冰淇淋,45,准五星商户,2020/3/11 12:52,2020/3/11
商鼎路,-1,FALSE,,特色菜,0,34.755337,113.76116,FALSE,0,,HIIUWDZVCJVEBL,0,81434,0,1404734679,源新日系融合餐厅(秀台),40,四星商户,2019/12/17,2019/12/17
金水东路与东风南路交汇东北角新田360广场四楼,25,FALSE,,饮品店,0,34.770092,113.768135,FALSE,0,,HIIRWDZVCRGSVW,0,321,0,132233919,五条人糖水铺(绿地360店),50,五星商户,2020/1/5,2020/1/5
航海中路与建云街交叉口南200米,15,FALSE,,其他美食,0,34.718647,113.64809,FALSE,0,,HIHABGZVCGDTAF,0,7996,0,41505421,任记肉合店,40,四星商户,2020/2/26 18:56,2020/2/26
东风路与政七街西南角世外茶苑内,118,FALSE,,东南亚菜,0,34.7951,113.68678,FALSE,0,,HIGBGJZVCJASTY,0,2038,0,19475156,泰象林茶餐厅,45,准五星商户,2020/1/9 19:38,2020/1/9
前进路27-2号,30,FALSE,/brands/b2258566s10g10,快餐简餐,0,34.75431,113.60978,FALSE,0,,HIFDCSZVCGCSIA,0,7457,0,19689497,溢香苑瓦罐(前进路店),45,准五星商户,2020/2/20 20:37,2020/2/20
航海路二七万达广场3楼3025-3026商铺,184,FALSE,,日式烧烤/烤肉,0,34.71697,113.642815,FALSE,0,,HIGVSFZVCGBAJL,0,7996,0,6339612,松本楼,40,四星商户,2020/1/29 20:24,2020/1/29
嵩山路与航海路交叉口北行100米路西,114,FALSE,,川菜家常菜,0,34.721626,113.62727,FALSE,0,,HIGGTUZVCFTTJH,0,65062,0,126427649,胡桃里音乐酒馆(西区店),45,准五星商户,2020/2/19 10:46,2020/2/19
大学南路8号2号楼1-2层121号,12,FALSE,,茶饮果汁,0,34.718285,113.64213,FALSE,0,,HIGUWCZVCGBEIR,0,7996,0,130781872,书亦烧仙草(二七万达广场店),50,五星商户,2020/3/6 13:38,2020/3/6
纬五路出版局家属院3号楼临街,23,FALSE,,面包烘焙,0,34.77178,113.67665,FALSE,0,,HIGGHJZVCIDRRA,0,2047,0,19323229,上上爸爸的蛋糕店,40,四星商户,2020/3/11 13:41,2020/3/11
溱水桥与密州大道交叉口北1公里,91,FALSE,,烧烤烤串,0,34.54935,113.409096,FALSE,0,,HIFEVBZVBTEEEK,0,28291,0,62889527,郑喜旺烧烤(新密总店),45,准五星商户,2019/10/6,2019/10/6
东风南路与正光北街交叉口向北100米路西福源国际酒店一楼大堂,80,FALSE,,豫菜,0,34.773876,113.76202,FALSE,0,,HIIHBCZVCRFUET,0,7994,0,130499119,黄牛莊,45,准五星商户,2020/2/26 11:09,2020/2/26
众意路与商务西一街丹尼斯七天地二楼,116,FALSE,/brands/b2067568s10g10,四川火锅,0,34.778206,113.72335,FALSE,0,,HIHGDRZVCJIGSG,0,7994,0,58197310,海底捞火锅(丹尼斯七天地店),50,五星商户,2020/2/23 21:21,2020/2/23
商城路管城街交叉口向西30米路南,13,FALSE,,快餐简餐,0,34.753727,113.67626,FALSE,0,,HIGUGUZVCHTHGO,0,2047,0,58132482,丹记元宵,35,准四星商户,2020/2/17 14:09,2020/2/17
颍河路与常青路交叉口东南角,78,FALSE,,豫菜,0,34.449986,113.01833,FALSE,0,,HHVDAVZVBAETWK,0,75464,0,98601075,嵩山不一般水席文化餐厅,50,五星商户,2020/2/18 14:49,2020/2/18
花园路126号正弘城八楼L8-S6A,75,FALSE,,烤鱼,0,34.795815,113.68048,FALSE,0,,HIFVJTZVCIVIUI,0,9192,0,124229469,鱼酷活力烤鱼(正弘城店),45,准五星商户,2020/2/6,2020/2/6
中原路与大学路交叉口西行200米路南,90,FALSE,/brands/b9108206s10g10,四川火锅,0,34.747227,113.64059,FALSE,0,,HIGCAGZVCGSWTN,0,27967,0,9108206,香天下传承火锅(中原路店),45,准五星商户,2019/10/15,2019/10/15
"航海路与银莺路交叉口西南角福都购物广场东北角一,二层",70,FALSE,/brands/b570662s10g10,西餐,0,34.72053,113.7011,FALSE,0,,HIIEBRZVCHJDDQ,0,28566,0,18987460,必胜客(航海路店),40,四星商户,2019/11/25 21:33,2019/11/25
大学路航海路交叉口二七万达广场三楼北侧,69,FALSE,/brands/b22595789s10g10,肉蟹煲,0,34.71936,113.64339,FALSE,0,,HIGUWEZVCGCDCB,0,7996,0,24759692,胖哥俩肉蟹煲(二七万达店),40,四星商户,2020/3/6 12:49,2020/3/6
文化路84号临街1层5号,19,FALSE,/brands/b124534072s10g10,小吃快餐,0,34.795696,113.66602,FALSE,0,,HIFIWSZVCIIUSB,0,9192,0,124534072,关虎屯老味米线(文化路店),45,准五星商户,2019/11/13 6:45,2019/11/13
秦岭路与岗坡路交叉口西100米,12,FALSE,,胡辣汤,0,34.75266,113.60237,FALSE,0,,HIFAVVZVCFWCVB,0,7457,0,59243273,穆彦华逍遥镇胡辣汤,40,四星商户,2020/3/10 16:26,2020/3/10
二七路与西里路交叉口西北角,124,FALSE,/brands/b3519349s10g10,重庆火锅,0,34.760307,113.666664,FALSE,0,,HIGHBBZVCHSEIE,0,30341,0,10660058,巴奴毛肚火锅(二七路店),50,五星商户,2019/12/2 16:19,2019/12/2
东风路与天明路西南角天旺广场2楼,57,FALSE,,西北菜,0,34.798157,113.64268,FALSE,0,,HIEVWJZVCIASCU,0,7459,0,97132135,大秦地(天旺广场店),40,四星商户,2020/3/10 8:27,2020/3/10
优胜南路6号院3号楼1层附1号,26,FALSE,,栗子/干果,0,34.766796,113.65476,FALSE,0,,HIFWVVZVCHJCSQ,0,2039,0,3477925,强丽栗子王(大石桥总店),45,准五星商户,2020/2/28 17:58,2020/2/28
